order_line_id,order_id,customer_id,product_id,order_date,quantity,unit_price
171,86,929,8,2024-12-05,1,108.07
172,87,505,154,2023-03-10,3,241.67
173,87,505,149,2023-03-10,4,328.16
174,88,447,67,2025-06-08,4,308.44
175,88,447,178,2025-06-08,1,172.16
176,88,447,96,2025-06-08,5,31.88
177,89,590,67,2023-01-18,2,308.44
178,89,590,149,2023-01-18,1,328.16
179,89,590,38,2023-01-18,3,314.47
180,90,900,35,2024-12-10,3,59.29
181,90,900,42,2024-12-10,1,279.92
182,91,370,163,2024-03-05,3,381.41
183,91,370,13,2024-03-05,3,370.98
184,92,543,20,2024-10-16,5,167.06
185,92,543,50,2024-10-16,2,430.77
186,93,614,43,2025-02-09,5,420.77
187,94,894,176,2023-11-20,3,483.44
188,94,894,70,2023-11-20,3,289.10
189,95,548,91,2024-08-16,2,483.83
190,96,141,73,2024-06-14,3,349.04
191,97,422,42,2023-12-15,1,279.92
192,97,422,56,2023-12-15,2,357.49
193,98,227,49,2025-05-01,5,46.90
194,98,227,158,2025-05-01,5,64.99
195,98,227,137,2025-05-01,5,478.01
196,99,775,30,2025-04-01,4,495.18
197,99,775,118,2025-04-01,1,10.91
198,99,775,30,2025-04-01,2,495.18
199,100,492,80,2023-12-23,3,67.77
200,101,837,153,2024-03-28,5,260.10
201,102,177,78,2024-12-27,1,405.39
202,102,177,191,2024-12-27,1,418.49
203,103,132,178,2025-05-27,2,172.16
204,104,233,33,2023-11-11,2,35.88
205,104,233,34,2023-11-11,1,5.41
206,104,233,109,2023-11-11,1,307.18
207,105,20,124,2025-03-04,4,475.48
208,106,202,9,2023-04-21,5,393.23
209,107,61,31,2024-04-25,3,307.68
210,107,61,12,2024-04-25,1,90.67
211,107,61,78,2024-04-25,1,405.39
212,108,802,155,2023-05-07,2,422.79
213,109,923,48,2023-07-24,3,330.66
214,109,923,8,2023-07-24,1,108.07
215,109,923,38,2023-07-24,3,314.47
216,110,357,42,2023-12-27,5,279.92
217,110,357,200,2023-12-27,5,140.57
218,110,357,62,2023-12-27,5,75.32
219,111,70,149,2023-04-12,1,328.16
220,111,70,136,2023-04-12,2,497.99
221,111,70,184,2023-04-12,2,369.04
222,112,176,138,2025-02-11,1,93.07
223,112,176,186,2025-02-11,1,454.04
224,113,943,182,2024-05-31,4,371.81
225,114,715,48,2024-08-26,4,330.66
226,114,715,173,2024-08-26,1,247.16
227,115,855,98,2023-12-30,4,30.99
228,116,527,105,2023-08-22,1,194.08
229,117,127,29,2024-04-22,5,360.30
230,117,127,35,2024-04-22,4,59.29
231,118,722,143,2023-10-23,1,113.09
232,118,722,22,2023-10-23,3,444.18
233,119,119,73,2024-01-30,4,349.04
234,119,119,154,2024-01-30,3,241.67
235,120,1000,114,2025-05-11,2,368.48
236,120,1000,142,2025-05-11,4,76.21
237,120,1000,75,2025-05-11,4,35.39
238,121,878,122,2023-03-13,3,16.72
239,122,14,126,2024-11-21,1,47.75
240,123,449,169,2024-06-19,1,245.81
241,123,449,31,2024-06-19,2,307.68
242,124,411,152,2024-12-12,1,452.78
243,124,411,190,2024-12-12,2,230.80
244,125,373,87,2023-07-23,2,404.87
245,126,865,32,2024-02-18,2,424.57
246,126,865,109,2024-02-18,4,307.18
247,126,865,72,2024-02-18,5,148.15
248,127,280,165,2025-02-13,4,279.46
249,127,280,92,2025-02-13,4,419.61
250,127,280,171,2025-02-13,5,22.66
251,128,497,72,2024-06-07,2,148.15
252,128,497,197,2024-06-07,4,164.18
253,129,126,126,2023-09-14,4,47.75
254,130,644,8,2023-05-18,1,108.07
255,131,55,18,2025-04-30,4,39.45
256,131,55,174,2025-04-30,1,397.40
257,131,55,46,2025-04-30,4,325.94
258,132,696,40,2023-12-01,3,274.82
259,132,696,160,2023-12-01,5,203.29
260,132,696,25,2023-12-01,1,198.03
261,133,770,197,2024-06-16,4,164.18
262,133,770,120,2024-06-16,2,178.99
263,133,770,76,2024-06-16,4,291.17
264,134,517,139,2023-09-25,3,248.39
265,134,517,139,2023-09-25,5,248.39
266,135,976,9,2025-02-21,4,393.23
267,136,393,81,2024-04-05,4,426.46
268,137,471,9,2023-02-06,2,393.23
269,137,471,143,2023-02-06,3,113.09
270,138,169,111,2024-05-18,2,402.14
271,138,169,80,2024-05-18,4,67.77
272,138,169,125,2024-05-18,1,355.49
273,139,692,169,2024-05-17,5,245.81
274,139,692,176,2024-05-17,5,483.44
275,139,692,147,2024-05-17,4,389.72
276,140,576,41,2025-05-24,5,240.05
277,140,576,15,2025-05-24,4,166.05
278,141,507,97,2024-08-28,5,378.95
279,141,507,174,2024-08-28,3,397.40
280,142,329,8,2023-03-04,5,108.07
281,142,329,12,2023-03-04,2,90.67
282,143,358,190,2025-04-08,5,230.80
283,143,358,7,2025-04-08,3,194.98
284,144,100,89,2024-03-14,3,245.02
285,144,100,106,2024-03-14,3,481.06
286,145,678,64,2023-09-08,2,264.05
287,146,320,22,2024-08-29,1,444.18
288,146,320,79,2024-08-29,1,146.96
289,146,320,87,2024-08-29,2,404.87
290,147,552,10,2023-11-30,4,285.76
291,148,885,146,2024-03-08,5,39.84
292,148,885,108,2024-03-08,3,478.30
293,148,885,6,2024-03-08,4,276.22
294,149,23,97,2023-11-21,5,378.95
295,149,23,100,2023-11-21,3,240.74
296,149,23,147,2023-11-21,1,389.72
297,150,103,173,2024-12-08,2,247.16
298,150,103,87,2024-12-08,4,404.87
299,151,831,171,2025-02-22,3,22.66
300,151,831,43,2025-02-22,5,420.77
301,151,831,77,2025-02-22,3,329.87
302,152,207,163,2024-05-23,1,381.41
303,152,207,138,2024-05-23,2,93.07
304,153,272,77,2023-02-18,5,329.87
305,153,272,103,2023-02-18,2,267.56
306,154,761,184,2023-04-05,5,369.04
307,154,761,25,2023-04-05,5,198.03
308,154,761,87,2023-04-05,3,404.87
309,155,581,136,2025-03-31,4,497.99
310,156,215,20,2023-12-22,3,167.06
311,156,215,130,2023-12-22,3,331.93
312,157,680,81,2024-07-06,2,426.46
313,157,680,107,2024-07-06,4,53.19
314,158,640,117,2024-06-11,5,338.03
315,158,640,47,2024-06-11,1,362.05
316,159,721,48,2024-06-12,5,330.66
317,159,721,128,2024-06-12,2,448.51
318,159,721,170,2024-06-12,4,368.98
319,160,960,137,2024-10-15,5,478.01
320,160,960,197,2024-10-15,4,164.18
321,161,745,16,2024-10-03,5,411.89
322,161,745,52,2024-10-03,3,257.15
323,161,745,119,2024-10-03,2,265.00
324,162,155,176,2025-02-03,3,483.44
325,163,421,17,2023-11-23,2,157.47
326,163,421,106,2023-11-23,3,481.06
327,164,662,66,2023-06-14,5,343.61
328,164,662,61,2023-06-14,4,481.05
329,165,117,50,2023-06-03,1,430.77
330,166,817,80,2025-04-27,4,67.77
331,167,574,109,2024-03-22,1,307.18
332,167,574,52,2024-03-22,2,257.15
333,168,140,67,2023-01-30,3,308.44
334,168,140,169,2023-01-30,5,245.81
335,169,660,11,2025-05-22,4,274.53
336,170,57,22,2025-05-30,3,444.18
337,171,306,17,2025-06-06,4,157.47
338,171,306,94,2025-06-06,1,332.02
339,171,306,102,2025-06-06,2,239.91
340,172,115,189,2024-08-07,5,452.80
341,173,535,149,2024-11-11,5,328.16
342,174,509,24,2025-06-24,2,229.21
343,174,509,154,2025-06-24,1,241.67
344,175,338,150,2025-05-02,4,466.77
345,175,338,192,2025-05-02,2,409.80
346,176,224,28,2023-05-28,2,459.65
347,176,224,55,2023-05-28,3,291.07
348,177,419,151,2023-09-18,1,136.88
349,177,419,126,2023-09-18,5,47.75
350,178,717,82,2023-04-26,5,129.76
351,178,717,109,2023-04-26,4,307.18
352,179,253,38,2023-10-12,3,314.47
353,179,253,122,2023-10-12,3,16.72
354,179,253,79,2023-10-12,1,146.96
355,180,991,9,2024-09-12,1,393.23
356,180,991,177,2024-09-12,2,23.33
357,180,991,65,2024-09-12,5,126.38
358,181,317,180,2024-10-16,3,404.51
359,181,317,176,2024-10-16,1,483.44
360,182,888,114,2023-08-31,4,368.48
361,182,888,3,2023-08-31,4,397.24
362,182,888,66,2023-08-31,3,343.61
363,183,959,194,2025-04-22,2,36.23
364,184,216,42,2025-05-30,4,279.92
365,184,216,162,2025-05-30,3,44.82
366,185,417,9,2025-03-19,3,393.23
367,185,417,21,2025-03-19,4,49.80
368,185,417,121,2025-03-19,4,129.68
369,186,735,26,2024-03-08,2,101.84
370,186,735,179,2024-03-08,3,205.72
371,187,68,108,2023-12-27,5,478.30
372,187,68,187,2023-12-27,5,125.12
373,187,68,189,2023-12-27,3,452.80
374,188,712,196,2023-01-29,1,165.49
375,188,712,165,2023-01-29,2,279.46
376,189,455,165,2025-03-21,2,279.46
377,189,455,1,2025-03-21,4,205.80
378,189,455,52,2025-03-21,3,257.15
379,190,590,29,2023-03-26,2,360.30
380,190,590,64,2023-03-26,5,264.05
381,191,993,167,2025-02-25,2,349.45
382,191,993,153,2025-02-25,4,260.10
383,191,993,82,2025-02-25,4,129.76
384,192,895,35,2025-01-22,3,59.29
385,192,895,45,2025-01-22,5,71.46
386,193,819,51,2023-10-16,1,313.50
387,193,819,107,2023-10-16,3,53.19
388,194,403,97,2025-06-16,5,378.95
389,195,22,143,2023-01-24,5,113.09
390,196,235,119,2023-04-02,2,265.00
391,196,235,68,2023-04-02,2,269.83
392,196,235,13,2023-04-02,4,370.98
393,197,440,67,2024-09-06,2,308.44
394,197,440,23,2024-09-06,3,379.74
395,197,440,44,2024-09-06,5,147.78
396,198,15,135,2025-01-05,4,194.48
397,199,848,127,2024-11-20,1,191.09
398,199,848,58,2024-11-20,2,21.55
399,200,969,69,2025-06-01,3,237.08
400,201,507,34,2024-01-27,4,5.41
401,201,507,53,2024-01-27,5,195.42
402,201,507,56,2024-01-27,3,357.49
403,202,694,108,2023-07-13,2,478.30
404,202,694,105,2023-07-13,2,194.08
405,202,694,8,2023-07-13,3,108.07
406,203,242,116,2024-09-24,2,160.06
407,203,242,95,2024-09-24,5,109.36
408,204,663,22,2024-04-14,1,444.18
409,204,663,121,2024-04-14,2,129.68
410,204,663,83,2024-04-14,4,141.22
411,205,218,99,2024-12-31,4,202.37
412,205,218,189,2024-12-31,5,452.80
413,205,218,66,2024-12-31,1,343.61
414,206,571,14,2023-03-02,3,61.58
415,207,483,156,2023-12-29,5,272.35
416,208,767,12,2025-04-09,1,90.67
417,208,767,65,2025-04-09,5,126.38
418,208,767,159,2025-04-09,4,170.04
419,209,405,95,2024-11-18,2,109.36
420,209,405,144,2024-11-18,1,456.73
421,210,184,44,2023-09-24,5,147.78
422,210,184,127,2023-09-24,3,191.09
423,210,184,120,2023-09-24,2,178.99
424,211,325,136,2024-12-28,4,497.99
425,212,267,81,2023-04-30,1,426.46
426,213,512,72,2025-06-11,3,148.15
427,214,290,68,2025-06-16,5,269.83
428,214,290,195,2025-06-16,3,215.96
429,215,321,43,2024-03-22,3,420.77
430,215,321,189,2024-03-22,4,452.80
431,215,321,196,2024-03-22,2,165.49
432,216,874,163,2024-11-04,4,381.41
433,216,874,14,2024-11-04,2,61.58
434,216,874,39,2024-11-04,1,205.98
435,217,188,121,2023-02-06,3,129.68
436,218,723,112,2024-04-23,1,328.89
437,219,42,92,2024-03-28,5,419.61
438,219,42,125,2024-03-28,4,355.49
439,220,116,185,2025-05-16,2,328.64
440,220,116,32,2025-05-16,3,424.57
441,221,209,73,2025-06-08,2,349.04
442,222,768,70,2024-06-04,5,289.10
443,223,600,150,2023-08-06,1,466.77
444,223,600,135,2023-08-06,5,194.48
445,223,600,47,2023-08-06,4,362.05
446,224,253,128,2025-02-25,1,448.51
447,225,27,175,2023-10-19,1,252.33
448,225,27,101,2023-10-19,3,192.99
449,226,952,83,2023-04-19,2,141.22
450,226,952,8,2023-04-19,1,108.07
451,226,952,118,2023-04-19,4,10.91
452,227,644,153,2023-10-03,1,260.10
453,227,644,85,2023-10-03,1,303.88
454,228,638,84,2024-04-08,5,12.02
455,228,638,34,2024-04-08,2,5.41
456,228,638,13,2024-04-08,3,370.98
457,229,818,191,2023-02-26,1,418.49
458,229,818,141,2023-02-26,5,324.50
459,230,95,66,2024-02-13,2,343.61
460,230,95,62,2024-02-13,4,75.32
461,231,22,54,2025-05-22,2,96.96
462,232,799,73,2024-02-17,2,349.04
463,232,799,31,2024-02-17,3,307.68
464,233,821,189,2024-03-18,3,452.80
465,233,821,176,2024-03-18,5,483.44
466,234,368,25,2024-11-12,3,198.03
467,235,205,115,2024-05-16,4,262.37
468,235,205,122,2024-05-16,3,16.72
469,235,205,145,2024-05-16,5,56.12
470,236,93,109,2025-02-13,3,307.18
471,236,93,158,2025-02-13,2,64.99
472,237,646,24,2024-03-12,1,229.21
473,237,646,132,2024-03-12,3,385.82
474,238,693,166,2023-08-18,2,332.05
475,238,693,127,2023-08-18,5,191.09
476,239,663,22,2024-06-21,3,444.18
477,239,663,120,2024-06-21,4,178.99
478,239,663,21,2024-06-21,4,49.80
479,240,153,176,2023-05-11,3,483.44
480,240,153,64,2023-05-11,5,264.05
481,241,303,13,2024-08-05,5,370.98
482,241,303,20,2024-08-05,1,167.06
483,242,111,109,2024-06-06,4,307.18
484,242,111,25,2024-06-06,4,198.03
485,242,111,170,2024-06-06,5,368.98
486,243,364,150,2023-09-18,1,466.77
487,243,364,197,2023-09-18,5,164.18
488,244,117,170,2025-01-28,4,368.98
489,245,806,101,2023-07-06,1,192.99
490,246,427,181,2025-06-16,3,470.33
491,247,602,117,2025-01-11,4,338.03
492,247,602,160,2025-01-11,3,203.29
493,248,990,48,2025-06-11,2,330.66
494,248,990,48,2025-06-11,1,330.66
495,249,619,173,2023-09-23,1,247.16
496,249,619,112,2023-09-23,5,328.89
497,249,619,5,2023-09-23,1,123.08
498,250,120,44,2023-01-14,4,147.78
499,250,120,118,2023-01-14,4,10.91
500,251,989,155,2025-02-01,4,422.79
501,251,989,78,2025-02-01,5,405.39
502,251,989,158,2025-02-01,3,64.99
503,252,690,173,2024-12-07,4,247.16
504,252,690,78,2024-12-07,1,405.39
505,252,690,33,2024-12-07,2,35.88
506,253,196,5,2023-04-25,2,123.08
507,254,215,167,2024-05-07,2,349.45
508,255,248,161,2024-03-22,5,185.84
509,255,248,49,2024-03-22,1,46.90
510,255,248,78,2024-03-22,4,405.39
511,256,486,6,2024-03-08,1,276.22
512,257,925,190,2023-06-06,4,230.80
513,258,483,116,2023-01-21,5,160.06
514,258,483,63,2023-01-21,2,235.13
515,259,584,101,2025-04-29,1,192.99
516,259,584,86,2025-04-29,1,331.27
517,260,646,183,2025-05-17,4,462.77
518,261,869,189,2024-05-22,5,452.80
519,261,869,153,2024-05-22,5,260.10
520,262,38,103,2024-05-14,4,267.56
521,262,38,132,2024-05-14,5,385.82
522,263,627,125,2024-11-25,2,355.49
523,263,627,183,2024-11-25,1,462.77
524,263,627,136,2024-11-25,1,497.99
525,264,591,142,2023-11-20,1,76.21
526,264,591,69,2023-11-20,4,237.08
527,265,120,160,2024-05-21,3,203.29
528,265,120,115,2024-05-21,4,262.37
529,266,166,186,2023-10-22,2,454.04
530,267,353,60,2024-03-24,5,61.01
531,267,353,57,2024-03-24,5,208.35
532,268,348,184,2024-09-08,4,369.04
533,268,348,34,2024-09-08,3,5.41
534,268,348,186,2024-09-08,4,454.04
535,269,854,168,2024-11-20,3,317.15
536,269,854,121,2024-11-20,2,129.68
537,270,213,177,2023-10-17,1,23.33
538,270,213,171,2023-10-17,4,22.66
539,270,213,34,2023-10-17,2,5.41
540,271,161,126,2024-09-12,1,47.75
541,272,966,78,2024-05-20,2,405.39
542,272,966,54,2024-05-20,5,96.96
543,273,19,67,2024-01-03,3,308.44
544,274,163,129,2023-06-28,1,130.39
545,274,163,17,2023-06-28,3,157.47
546,274,163,111,2023-06-28,1,402.14
547,275,233,144,2023-05-04,2,456.73
548,275,233,125,2023-05-04,3,355.49
549,275,233,88,2023-05-04,3,392.34
550,276,789,143,2025-06-17,3,113.09
551,277,874,132,2024-12-07,5,385.82
552,278,107,13,2024-12-24,4,370.98
553,278,107,118,2024-12-24,1,10.91
554,278,107,28,2024-12-24,5,459.65
555,279,801,27,2025-05-28,5,153.36
556,279,801,11,2025-05-28,5,274.53
557,279,801,27,2025-05-28,2,153.36
558,280,121,53,2025-06-10,3,195.42
559,280,121,41,2025-06-10,3,240.05
560,280,121,182,2025-06-10,4,371.81
561,281,511,26,2025-01-20,2,101.84
562,281,511,166,2025-01-20,3,332.05
563,281,511,86,2025-01-20,2,331.27
564,282,869,113,2023-07-26,4,233.24
565,283,252,122,2025-05-04,3,16.72
566,284,518,22,2023-06-25,3,444.18
567,284,518,96,2023-06-25,4,31.88
568,285,645,63,2024-11-11,2,235.13
569,285,645,193,2024-11-11,5,61.51
570,286,807,36,2023-08-22,4,433.50
571,286,807,106,2023-08-22,4,481.06
572,287,975,133,2025-05-22,3,132.37
573,287,975,8,2025-05-22,4,108.07
574,288,789,184,2023-01-11,5,369.04
575,289,87,81,2023-12-13,4,426.46
576,290,445,101,2023-03-04,1,192.99
577,291,945,39,2024-10-18,5,205.98
578,291,945,15,2024-10-18,5,166.05
579,291,945,76,2024-10-18,4,291.17
580,292,908,180,2024-11-28,5,404.51
581,292,908,78,2024-11-28,3,405.39
582,293,9,72,2025-04-26,5,148.15
583,293,9,157,2025-04-26,2,195.28
584,294,414,165,2024-04-01,2,279.46
585,294,414,140,2024-04-01,5,307.09
586,294,414,159,2024-04-01,4,170.04
587,295,354,167,2025-06-27,4,349.45
588,295,354,199,2025-06-27,2,171.06
589,295,354,78,2025-06-27,1,405.39
590,296,551,100,2023-12-09,2,240.74
591,297,554,55,2023-10-18,1,291.07
592,297,554,131,2023-10-18,5,321.19
593,297,554,80,2023-10-18,5,67.77
594,298,776,41,2024-10-12,1,240.05
595,298,776,8,2024-10-12,5,108.07
596,299,265,199,2023-09-05,3,171.06
597,299,265,186,2023-09-05,4,454.04
598,299,265,130,2023-09-05,1,331.93
599,300,62,96,2025-05-11,3,31.88
600,300,62,161,2025-05-11,5,185.84
601,300,62,91,2025-05-11,1,483.83
602,301,775,32,2024-10-28,4,424.57
603,302,587,2,2025-01-24,4,166.30
604,302,587,87,2025-01-24,2,404.87
605,303,596,183,2024-08-02,5,462.77
606,303,596,153,2024-08-02,2,260.10
607,303,596,90,2024-08-02,3,174.70
608,304,683,184,2025-03-14,5,369.04
609,304,683,173,2025-03-14,2,247.16
610,305,387,189,2024-06-16,2,452.80
611,305,387,27,2024-06-16,3,153.36
612,305,387,133,2024-06-16,5,132.37
613,306,843,93,2025-03-08,4,386.32
614,307,151,109,2024-12-29,4,307.18
615,308,95,109,2023-03-05,2,307.18
616,309,220,20,2024-04-01,3,167.06
617,309,220,174,2024-04-01,5,397.40
618,310,603,133,2024-07-26,4,132.37
619,310,603,68,2024-07-26,5,269.83
620,311,652,113,2024-03-09,4,233.24
621,311,652,188,2024-03-09,4,12.10
622,312,148,33,2024-06-01,4,35.88
623,313,469,181,2023-05-13,5,470.33
624,313,469,136,2023-05-13,1,497.99
625,313,469,178,2023-05-13,2,172.16
626,314,485,192,2023-02-03,2,409.80
627,314,485,144,2023-02-03,3,456.73
628,315,617,105,2025-05-22,1,194.08
629,316,379,75,2024-08-08,1,35.39
630,317,157,96,2023-05-01,3,31.88
631,317,157,96,2023-05-01,3,31.88
632,317,157,76,2023-05-01,4,291.17
633,318,811,37,2023-05-27,5,218.69
634,319,50,73,2023-11-09,2,349.04
635,319,50,47,2023-11-09,4,362.05
636,320,126,90,2024-07-14,1,174.70
637,321,428,147,2024-05-07,3,389.72
638,322,464,97,2023-12-12,4,378.95
639,322,464,185,2023-12-12,5,328.64
640,322,464,34,2023-12-12,2,5.41
641,323,652,195,2024-04-16,4,215.96
642,323,652,171,2024-04-16,4,22.66
643,323,652,39,2024-04-16,3,205.98
644,324,820,171,2024-10-01,5,22.66
645,325,397,102,2023-08-27,3,239.91
646,325,397,139,2023-08-27,1,248.39
647,326,912,189,2024-03-29,3,452.80
648,326,912,166,2024-03-29,1,332.05
649,326,912,43,2024-03-29,1,420.77
650,327,646,198,2025-03-26,3,383.28
651,327,646,144,2025-03-26,1,456.73
652,327,646,165,2025-03-26,5,279.46
653,328,198,139,2024-09-25,5,248.39
654,329,981,134,2024-08-06,2,142.25
655,330,515,31,2023-01-20,5,307.68
656,330,515,47,2023-01-20,1,362.05
657,331,806,63,2023-07-30,5,235.13
658,331,806,114,2023-07-30,1,368.48
659,332,622,103,2023-11-25,5,267.56
660,332,622,12,2023-11-25,4,90.67
661,332,622,6,2023-11-25,3,276.22
662,333,185,7,2024-02-29,5,194.98
663,333,185,82,2024-02-29,4,129.76
